"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"886401397RR0001",2018-12-31 00:00:00,"23",703,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",704,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",705,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",706,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",707,,,,,
"886401397RR0001",2018-12-31 00:00:00,"23",708,,,,,
"886648591RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"886648591RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",700,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",701,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",702,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",703,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",705,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",706,"X",,,,
"886671254RR0001",2018-8-31 00:00:00,"23",708,"X",,,,"Everything else"
"886749696RR0002",2018-3-31 00:00:00,"23",700,"X",,"X",,
"886749696RR0002",2018-3-31 00:00:00,"23",702,,,"X",,
"886749696RR0002",2018-3-31 00:00:00,"23",703,"X","X","X",,
"886749696RR0002",2018-3-31 00:00:00,"23",704,"X",,"X",,
"886749696RR0002",2018-3-31 00:00:00,"23",705,,,"X",,
"886749696RR0002",2018-3-31 00:00:00,"23",706,,,"X",,
"886917491RR0001",2018-9-30 00:00:00,"23",700,"X",,"X",,
"886917491RR0001",2018-9-30 00:00:00,"23",701,"X",,"X",,
"886917491RR0001",2018-9-30 00:00:00,"23",702,"X",,"X",,
"886917491RR0001",2018-9-30 00:00:00,"23",706,"X",,"X",,
"887132793RR0001",2018-3-31 00:00:00,"23",700,"X","X",,,
"887132793RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"887132793RR0001",2018-3-31 00:00:00,"23",702,"X",,,,
"887132793RR0001",2018-3-31 00:00:00,"23",703,"X",,,,
"887132793RR0001",2018-3-31 00:00:00,"23",705,"X","X",,,
"887332591RR0001",2018-12-31 00:00:00,"23",700,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",701,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",702,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",703,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",704,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",705,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",706,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",707,,,,,
"887332591RR0001",2018-12-31 00:00:00,"23",708,,,,,
"887489060RR0001",2018-7-31 00:00:00,"23",700,"X",,,,
"887489060RR0001",2018-7-31 00:00:00,"23",702,"X","X",,,
"887489060RR0001",2018-7-31 00:00:00,"23",706,"X","X",,,
"887607901RR0001",2018-3-31 00:00:00,"23",705,"X",,,,
"887607901RR0001",2018-3-31 00:00:00,"23",706,"X",,,,
"887765238RR0001",2018-12-31 00:00:00,"23",700,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",701,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",702,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",703,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",704,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",705,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",706,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",707,,,,,
"887765238RR0001",2018-12-31 00:00:00,"23",708,,,,,
"888062445RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"888062445RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"888062445RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"888062445RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"888141173RR0001",2018-12-31 00:00:00,"23",700,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",701,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",702,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",703,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",704,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",705,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",706,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",707,,,,,
"888141173RR0001",2018-12-31 00:00:00,"23",708,,,,,
"888272275RR0001",2018-3-31 00:00:00,"23",700,"X",,,,
"888272275RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"888272275RR0001",2018-3-31 00:00:00,"23",708,"X",,,,"DÉFENSE DE DROITS SOCIAUX"
"888387628RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"888387628RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"888387628RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"888387628RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"888387628RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"888441995RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"888441995RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"888441995RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"888441995RR0001",2018-3-31 00:00:00,"23",704,"X","X","X",,
"888441995RR0001",2018-3-31 00:00:00,"23",705,"X","X","X",,
"888441995RR0001",2018-3-31 00:00:00,"23",706,"X","X","X",,
"888466844RR0001",2018-12-31 00:00:00,"23",700,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",701,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",702,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",703,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",704,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",705,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",706,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",707,,,,,
"888466844RR0001",2018-12-31 00:00:00,"23",708,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",700,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",701,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"888770146RR0001",2018-12-31 00:00:00,"23",703,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",704,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"888770146RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"888770146RR0001",2018-12-31 00:00:00,"23",707,,,,,
"888770146RR0001",2018-12-31 00:00:00,"23",708,,,,,
"888781028RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"888781028RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"888781028RR0001",2018-3-31 00:00:00,"23",702,"X","X",,,
"888781028RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"888781028RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"888781028RR0001",2018-3-31 00:00:00,"23",705,"X","X","X",,
"888781028RR0001",2018-3-31 00:00:00,"23",706,,"X",,,
"888789393RR0001",2018-12-31 00:00:00,"23",700,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",701,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",702,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",703,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",704,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",705,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",706,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",707,,,,,
"888789393RR0001",2018-12-31 00:00:00,"23",708,,,,,
"888789872RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"888789872RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"888789872RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"888789872RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"888789872RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"888795747RR0001",2018-12-31 00:00:00,"23",700,,,,,
"888795747RR0001",2018-12-31 00:00:00,"23",701,,,,,
"888795747RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"888795747RR0001",2018-12-31 00:00:00,"23",703,,,,,
"888795747RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"888795747RR0001",2018-12-31 00:00:00,"23",705,,,,,
"888795747RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"888795747RR0001",2018-12-31 00:00:00,"23",707,,,,,
"888795747RR0001",2018-12-31 00:00:00,"23",708,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",700,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"889025169RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"889025169RR0001",2018-12-31 00:00:00,"23",703,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",704,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",705,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",706,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",707,,,,,
"889025169RR0001",2018-12-31 00:00:00,"23",708,,,,,
"889147401RR0001",2018-12-31 00:00:00,"23",700,,,,,
"889147401RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"889147401RR0001",2018-12-31 00:00:00,"23",702,,,,,
"889147401RR0001",2018-12-31 00:00:00,"23",703,,,,,
"889147401RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"889147401RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"889147401RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"889147401RR0001",2018-12-31 00:00:00,"23",707,,,,,
"889147401RR0001",2018-12-31 00:00:00,"23",708,,,,,
"889162541RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"889162541RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"889162541RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"889162541RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"889162541RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"889162541RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"889307021RR0001",2018-3-31 00:00:00,"23",700,"X",,,,
"889307021RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"889307021RR0001",2018-3-31 00:00:00,"23",702,"X",,,,
"889307021RR0001",2018-3-31 00:00:00,"23",705,"X",,,,
"889307021RR0001",2018-3-31 00:00:00,"23",706,"X",,,,
"889657201RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"889657201RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",700,,,,,
"889713178RR0001",2018-12-31 00:00:00,"23",701,,,,,
"889713178RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"889713178RR0001",2018-12-31 00:00:00,"23",707,,,,,
"889713178RR0001",2018-12-31 00:00:00,"23",708,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",700,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",701,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",702,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",703,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",704,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"890107972RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"890107972RR0001",2018-12-31 00:00:00,"23",707,,,,,
"890107972RR0001",2018-12-31 00:00:00,"23",708,,,,,
"890304272RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"890304272RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"890401771RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"890401771RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"890401771RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"890401771RR0001",2018-12-31 00:00:00,"23",708,"X",,,,"Respond to media requests on park management issues. Submitted beliefs on Environmental Assessments and other park management proposals"
"890666761RR0001",2018-5-31 00:00:00,"23",700,,"X","X",,
"890666761RR0001",2018-5-31 00:00:00,"23",704,"X","X","X",,
"890666761RR0001",2018-5-31 00:00:00,"23",705,,,"X",,
"890666761RR0001",2018-5-31 00:00:00,"23",707,,"X",,,
"890711674RR0001",2018-12-31 00:00:00,"23",700,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"890711674RR0001",2018-12-31 00:00:00,"23",702,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"890711674RR0001",2018-12-31 00:00:00,"23",704,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",705,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",706,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",707,,,,,
"890711674RR0001",2018-12-31 00:00:00,"23",708,,,,,
"890723281RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"890723281RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"890723281RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"890723281RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"890723281RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"890723281RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"890877590RR0001",2018-12-31 00:00:00,"23",700,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",701,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",702,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",703,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",704,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",705,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",706,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",707,,,,,
"890877590RR0001",2018-12-31 00:00:00,"23",708,,,,,
"891004749RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"891004749RR0001",2018-12-31 00:00:00,"23",701,,,,,
"891004749RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"891004749RR0001",2018-12-31 00:00:00,"23",703,,,,,
"891004749RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"891004749RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"891004749RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"891004749RR0001",2018-12-31 00:00:00,"23",707,,,,,
"891004749RR0001",2018-12-31 00:00:00,"23",708,,,,,
"891131146RR0001",2018-12-31 00:00:00,"23",700,"X",,,,
"891131146RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"891131146RR0001",2018-12-31 00:00:00,"23",702,"X",,,,
"891131146RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"891270944RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"891270944RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"891270944RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"891337990RR0001",2018-9-30 00:00:00,"23",700,,"X","X",,
"891337990RR0001",2018-9-30 00:00:00,"23",701,,,,,
"891337990RR0001",2018-9-30 00:00:00,"23",702,,,,,
"891337990RR0001",2018-9-30 00:00:00,"23",703,"X","X","X",,
"891337990RR0001",2018-9-30 00:00:00,"23",704,,,,,
"891337990RR0001",2018-9-30 00:00:00,"23",705,,,,,
"891337990RR0001",2018-9-30 00:00:00,"23",706,,,"X",,
"891337990RR0001",2018-9-30 00:00:00,"23",707,,,,,
"891337990RR0001",2018-9-30 00:00:00,"23",708,,,,,
"891380339RR0001",2018-3-31 00:00:00,"23",708,,,"X",,
"891384737RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"891384737RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"891384737RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"891650921RR0001",2018-12-31 00:00:00,"23",700,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",701,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",702,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",703,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",704,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",705,,"X","X","X",
"891650921RR0001",2018-12-31 00:00:00,"23",706,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",707,,,,,
"891650921RR0001",2018-12-31 00:00:00,"23",708,,,,,
"892028242RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",705,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",707,,,"X",,
"892028242RR0001",2018-12-31 00:00:00,"23",708,,,"X",,
"892130378RR0001",2018-3-31 00:00:00,"23",703,,"X",,,
"892130378RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"892130378RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"892169848RR0001",2018-12-31 00:00:00,"23",700,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",701,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",702,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",703,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",704,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",705,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",706,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",707,,,,,
"892169848RR0001",2018-12-31 00:00:00,"23",708,"X",,,,"a few letters were written"
"892391855RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"892391855RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"892395112RR0001",2018-12-31 00:00:00,"23",700,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",701,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",702,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",703,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",704,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",705,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",706,,,,,
"892395112RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"892395112RR0001",2018-12-31 00:00:00,"23",708,,,,,
"892461047RR0001",2018-3-31 00:00:00,"23",701,"X",,,,
"892461047RR0001",2018-3-31 00:00:00,"23",703,"X",,,,
"892604281RR0001",2018-12-31 00:00:00,"23",700,"X",,"X",,
"892604281RR0001",2018-12-31 00:00:00,"23",701,"X","X","X",,
"892604281RR0001",2018-12-31 00:00:00,"23",702,"X","X","X",,
"892604281RR0001",2018-12-31 00:00:00,"23",703,,,,,
"892604281RR0001",2018-12-31 00:00:00,"23",704,,,,,
"892604281RR0001",2018-12-31 00:00:00,"23",705,,,,,
"892604281RR0001",2018-12-31 00:00:00,"23",706,,"X","X",,
"892604281RR0001",2018-12-31 00:00:00,"23",707,,,,,
"892604281RR0001",2018-12-31 00:00:00,"23",708,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",700,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"892605163RR0001",2018-12-31 00:00:00,"23",702,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",703,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",704,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",705,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"892605163RR0001",2018-12-31 00:00:00,"23",707,,,,,
"892605163RR0001",2018-12-31 00:00:00,"23",708,,,,,
"892685363RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"892685363RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"892685363RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"892685363RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"893304659RR0001",2018-6-30 00:00:00,"23",701,"X","X","X",,
"893304659RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"893304659RR0001",2018-6-30 00:00:00,"23",703,"X","X","X",,
"893304659RR0001",2018-6-30 00:00:00,"23",705,,,"X",,
"893659920RR0001",2018-8-31 00:00:00,"23",702,"X","X","X",,
"893659920RR0001",2018-8-31 00:00:00,"23",705,"X",,"X",,
"893659920RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"893659920RR0001",2018-8-31 00:00:00,"23",707,,"X",,,
"894057132RR0001",2018-12-31 00:00:00,"23",700,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",701,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",702,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",703,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",704,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",705,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",706,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",707,,,,,
"894057132RR0001",2018-12-31 00:00:00,"23",708,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",700,"X",,,,
"894065655RR0001",2018-12-31 00:00:00,"23",701,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",702,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"894065655RR0001",2018-12-31 00:00:00,"23",704,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",705,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",706,"X",,,,
"894065655RR0001",2018-12-31 00:00:00,"23",707,,,,,
"894065655RR0001",2018-12-31 00:00:00,"23",708,,,,,
"894383512RR0001",2018-12-31 00:00:00,"23",700,"X","X","X",,
"894383512RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",704,"X","X","X",,
"894383512RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",707,,,"X",,
"894383512RR0001",2018-12-31 00:00:00,"23",708,,,,,
"894452796RR0001",2018-5-31 00:00:00,"23",700,,,"X",,
"894736883RR0001",2018-12-31 00:00:00,"23",700,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"894736883RR0001",2018-12-31 00:00:00,"23",702,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",703,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",704,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",705,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",706,,"X","X",,
"894736883RR0001",2018-12-31 00:00:00,"23",707,,,,,
"894736883RR0001",2018-12-31 00:00:00,"23",708,,,,,
"894894831RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"894894831RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"894894831RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"894894831RR0001",2018-3-31 00:00:00,"23",708,,,"X",,"Share information in our newsletter, by email & Facebook page"
"895098515RR0001",2018-12-31 00:00:00,"23",700,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",701,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",702,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",703,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",704,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",705,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",706,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",707,,,,,
"895098515RR0001",2018-12-31 00:00:00,"23",708,,,,,
"896354008RR0001",2018-6-30 00:00:00,"23",701,,"X",,,
"896354008RR0001",2018-6-30 00:00:00,"23",702,,"X",,,
"896354008RR0001",2018-6-30 00:00:00,"23",703,,"X",,,
"896354008RR0001",2018-6-30 00:00:00,"23",706,,"X",,,
"896810199RR0001",2018-1-31 00:00:00,"23",701,"X",,"X",,
"896810199RR0001",2018-1-31 00:00:00,"23",706,"X",,"X",,
"896822822RR0001",2018-12-31 00:00:00,"23",700,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",701,"X","X",,,
"896822822RR0001",2018-12-31 00:00:00,"23",702,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",703,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",704,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",705,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",706,,,,,
"896822822RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"896822822RR0001",2018-12-31 00:00:00,"23",708,,,,,
"896842770RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"896842770RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"896842770RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"896842770RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"896842770RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"897330742RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"897377065RR0001",2018-8-31 00:00:00,"23",705,,,"X",,
"897377065RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"897377065RR0001",2018-8-31 00:00:00,"23",707,,"X",,,
"897431169RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"897431169RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"897431169RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"897431169RR0001",2018-3-31 00:00:00,"23",708,"X",,"X",,"MEETING WITH ELECTED OFFICIALS"
"897960340RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"897960340RR0001",2018-6-30 00:00:00,"23",703,"X",,"X",,
"897960340RR0001",2018-6-30 00:00:00,"23",705,,,"X",,
"898194972RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"898275433RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"898275433RR0001",2018-6-30 00:00:00,"23",703,"X",,"X",,
"898275433RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"898311170RR0001",2018-3-31 00:00:00,"23",708,,,"X",,
"898537048RR0001",2018-12-31 00:00:00,"23",700,,,,,
