"BN/Registration number","Fiscal period end","Form ID","Line Number (700 to 708)","Staff Used?","Volunteers Used?","Financial Resource Used?","Property Resource Used?","Other Descriptions"
"107613903RR0001",2018-6-30 00:00:00,"23",703,"X",,,,
"107614000RR0001",2018-3-31 00:00:00,"23",700,,"X","X",,
"107614000RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"107614000RR0001",2018-3-31 00:00:00,"23",702,,"X","X",,
"107614000RR0001",2018-3-31 00:00:00,"23",703,,"X","X",,
"107614000RR0001",2018-3-31 00:00:00,"23",705,,"X","X",,
"107614000RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"107641573RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",701,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"107641573RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",706,,,,,
"107641573RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"107641573RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107641763RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107641763RR0001",2018-12-31 00:00:00,"23",701,"X",,,,
"107641763RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"107641763RR0001",2018-12-31 00:00:00,"23",703,"X",,,,
"107641763RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"107641763RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"107641763RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"107641763RR0001",2018-12-31 00:00:00,"23",707,,"X",,,
"107641763RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107655771RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"107655771RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"107655771RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"107662827RR0001",2018-3-31 00:00:00,"23",701,,,,"X",
"107690844RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107690844RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"107690844RR0001",2018-3-31 00:00:00,"23",706,,"X",,,
"107690877RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"107690877RR0001",2018-3-31 00:00:00,"23",707,,"X",,,
"107691149RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",701,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",706,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107691149RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",701,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",706,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107706525RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107728214RR0001",2018-8-31 00:00:00,"23",704,,,"X",,
"107728214RR0001",2018-8-31 00:00:00,"23",705,,,"X",,
"107728214RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"107746174RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",701,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",706,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107746174RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107768749RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107769044RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"107769044RR0001",2018-3-31 00:00:00,"23",708,,,"X",,"Sign on to petition of other National Organizations -CEPA"
"107770067RR0001",2018-9-30 00:00:00,"23",700,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",701,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",702,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",703,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",704,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",705,"X",,,,
"107770067RR0001",2018-9-30 00:00:00,"23",706,"X",,,,
"107770067RR0001",2018-9-30 00:00:00,"23",707,,,,,
"107770067RR0001",2018-9-30 00:00:00,"23",708,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"107796724RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"107796724RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"107796724RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107796724RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107798159RR0001",2018-8-31 00:00:00,"23",700,,,"X",,
"107798159RR0001",2018-8-31 00:00:00,"23",701,,,"X",,
"107798159RR0001",2018-8-31 00:00:00,"23",702,,,"X",,
"107798159RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"107803314RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"107803314RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"107803314RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"107814972RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"107814972RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"107814972RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"107814972RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"107814972RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"107848319RR0001",2018-6-30 00:00:00,"23",700,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",701,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",702,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",703,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",704,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",705,,"X","X","X",
"107848319RR0001",2018-6-30 00:00:00,"23",706,,"X","X","X",
"107878415RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"107878415RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107878415RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"107878415RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",700,,,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",701,,,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",702,,,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",703,"X",,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",704,"X",,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",705,"X",,"X",,
"107880924RR0001",2018-6-30 00:00:00,"23",706,,,"X",,
"107883571RR0003",2018-5-31 00:00:00,"23",701,,,"X",,
"107883571RR0003",2018-5-31 00:00:00,"23",703,"X",,"X",,
"107883571RR0003",2018-5-31 00:00:00,"23",704,"X",,"X",,
"107883928RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107883928RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"107955593RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",701,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",706,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107955593RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107958621RR0001",2018-12-31 00:00:00,"23",700,,"X","X",,
"107958621RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"107958621RR0001",2018-12-31 00:00:00,"23",702,,"X",,,
"107958621RR0001",2018-12-31 00:00:00,"23",703,,,,,
"107958621RR0001",2018-12-31 00:00:00,"23",704,,,,,
"107958621RR0001",2018-12-31 00:00:00,"23",705,,,,,
"107958621RR0001",2018-12-31 00:00:00,"23",706,,"X",,,
"107958621RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107958621RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107987174RR0001",2018-12-31 00:00:00,"23",700,,,,,
"107987174RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"107987174RR0001",2018-12-31 00:00:00,"23",702,,,,,
"107987174RR0001",2018-12-31 00:00:00,"23",703,,"X","X",,
"107987174RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"107987174RR0001",2018-12-31 00:00:00,"23",705,,"X","X",,
"107987174RR0001",2018-12-31 00:00:00,"23",706,,"X","X",,
"107987174RR0001",2018-12-31 00:00:00,"23",707,,,,,
"107987174RR0001",2018-12-31 00:00:00,"23",708,,,,,
"107987232RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"107987232RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"107987232RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"107987232RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"108006552RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108006552RR0001",2018-12-31 00:00:00,"23",701,"X",,,"X",
"108006552RR0001",2018-12-31 00:00:00,"23",702,,,,"X",
"108006552RR0001",2018-12-31 00:00:00,"23",703,"X",,,"X",
"108006552RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108006552RR0001",2018-12-31 00:00:00,"23",705,"X",,"X","X",
"108006552RR0001",2018-12-31 00:00:00,"23",706,,,,,
"108006552RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108006552RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108071671RR0003",2018-3-31 00:00:00,"23",700,"X",,"X",,
"108071671RR0003",2018-3-31 00:00:00,"23",701,,,"X",,
"108071671RR0003",2018-3-31 00:00:00,"23",702,,,"X",,
"108071671RR0003",2018-3-31 00:00:00,"23",705,"X",,,,
"108071671RR0003",2018-3-31 00:00:00,"23",706,,,"X",,
"108091786RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108091786RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"108091786RR0001",2018-12-31 00:00:00,"23",702,,"X","X",,
"108091786RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108091786RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108091786RR0001",2018-12-31 00:00:00,"23",705,"X","X","X",,
"108091786RR0001",2018-12-31 00:00:00,"23",706,"X","X","X",,
"108091786RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108091786RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",701,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",702,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",705,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"108091950RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108091950RR0001",2018-12-31 00:00:00,"23",708,,,"X",,"Meetings at School of Public Policy"
"108092107RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",701,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",702,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",705,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",706,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108092107RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108099771RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",701,"X",,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108099771RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"108099771RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108099771RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108102161RR0001",2018-6-30 00:00:00,"23",703,"X",,,,
"108102435RR0003",2018-12-31 00:00:00,"23",700,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",701,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",702,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",703,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",704,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",705,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",706,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",707,,,,,
"108102435RR0003",2018-12-31 00:00:00,"23",708,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",701,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",702,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",705,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",706,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108126947RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",701,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",702,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",705,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",706,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108146366RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",700,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",701,,,,"X",
"108148263RR0068",2018-12-31 00:00:00,"23",702,,,,"X",
"108148263RR0068",2018-12-31 00:00:00,"23",703,,,"X",,
"108148263RR0068",2018-12-31 00:00:00,"23",704,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",705,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",706,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",707,,,,,
"108148263RR0068",2018-12-31 00:00:00,"23",708,,,,,
"108162124RR0001",2018-4-30 00:00:00,"23",705,,,"X",,
"108164187RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"108164187RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"108164187RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"108164187RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"108164187RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"108227935RR0001",2018-12-31 00:00:00,"23",700,,,,,
"108227935RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"108227935RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"108227935RR0001",2018-12-31 00:00:00,"23",703,,,"X",,
"108227935RR0001",2018-12-31 00:00:00,"23",704,,,,,
"108227935RR0001",2018-12-31 00:00:00,"23",705,,,,,
"108227935RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"108227935RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108227935RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108227943RR0001",2018-12-31 00:00:00,"23",700,,"X","X","X",
"108227943RR0001",2018-12-31 00:00:00,"23",701,,"X","X","X",
"108227943RR0001",2018-12-31 00:00:00,"23",702,,"X","X","X",
"108227943RR0001",2018-12-31 00:00:00,"23",703,,,,,
"108227943RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"108227943RR0001",2018-12-31 00:00:00,"23",705,"X",,,,
"108227943RR0001",2018-12-31 00:00:00,"23",706,,"X","X","X",
"108227943RR0001",2018-12-31 00:00:00,"23",707,,,,,
"108227943RR0001",2018-12-31 00:00:00,"23",708,,,,,
"108229816RR0001",2018-8-31 00:00:00,"23",708,,,"X",,"Meetings with government officials"
"108229865RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",702,"X","X","X","X",
"108229865RR0001",2018-12-31 00:00:00,"23",703,"X",,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",704,"X",,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",707,,,"X",,
"108229865RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",700,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"118777309RR0001",2018-12-31 00:00:00,"23",702,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118777309RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118781251RR0001",2018-7-31 00:00:00,"23",700,"X",,"X",,
"118781251RR0001",2018-7-31 00:00:00,"23",702,"X",,"X",,
"118781251RR0001",2018-7-31 00:00:00,"23",705,"X",,"X",,
"118781251RR0001",2018-7-31 00:00:00,"23",706,"X",,"X",,
"118781251RR0001",2018-7-31 00:00:00,"23",708,"X",,"X",,"Private meeting with government"
"118782317RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118782317RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"118782317RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118782317RR0001",2018-3-31 00:00:00,"23",708,,"X",,,"press release distributed through CNW"
"118782630RR0027",2018-12-31 00:00:00,"23",700,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",701,"X",,"X",,
"118782630RR0027",2018-12-31 00:00:00,"23",702,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",703,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",704,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",705,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",706,"X",,"X",,
"118782630RR0027",2018-12-31 00:00:00,"23",707,,,,,
"118782630RR0027",2018-12-31 00:00:00,"23",708,,,,,
"118784842RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",701,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"118784842RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118784891RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"118784925RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118784925RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"118784925RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"118784925RR0001",2018-3-31 00:00:00,"23",705,"X",,"X",,
"118784925RR0001",2018-3-31 00:00:00,"23",706,"X",,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118785914RR0001",2018-12-31 00:00:00,"23",704,,,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",705,"X",,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",706,,,"X",,
"118785914RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118785914RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",700,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",701,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",702,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",703,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",704,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",705,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",706,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",707,,,,,
"118787142RR0027",2018-12-31 00:00:00,"23",708,,,,,
"118792373RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"118792373RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118792381RR0001",2018-3-31 00:00:00,"23",701,,"X","X",,
"118792381RR0001",2018-3-31 00:00:00,"23",703,,,"X",,
"118792381RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"118792381RR0001",2018-3-31 00:00:00,"23",705,,,"X",,
"118792381RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118792415RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"118792415RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118792449RR0001",2018-3-31 00:00:00,"23",700,,,"X",,
"118792449RR0001",2018-3-31 00:00:00,"23",701,"X","X","X",,
"118792449RR0001",2018-3-31 00:00:00,"23",702,"X",,"X",,
"118792449RR0001",2018-3-31 00:00:00,"23",703,"X","X","X",,
"118792449RR0001",2018-3-31 00:00:00,"23",704,"X",,"X",,
"118792449RR0001",2018-3-31 00:00:00,"23",706,,"X","X",,
"118793819RR0001",2018-2-28 00:00:00,"23",700,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",701,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",702,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",704,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",705,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",706,"X",,"X",,
"118793819RR0001",2018-2-28 00:00:00,"23",708,"X",,"X",,"VARIOUS PUBLICITY ACTIVITIES REGARDING ROBACCO REDUCTION POLICY MEASURES INCLUDING NEWS CONFERENCES,MEDIA INTERVIEWS, AND COMMENTARIES."
"118794668RR0001",2018-3-31 00:00:00,"23",700,"X",,"X",,
"118794668RR0001",2018-3-31 00:00:00,"23",701,"X",,"X",,
"118794668RR0001",2018-3-31 00:00:00,"23",702,,,"X",,
"118794668RR0001",2018-3-31 00:00:00,"23",703,"X",,"X",,
"118794668RR0001",2018-3-31 00:00:00,"23",704,,,"X",,
"118794668RR0001",2018-3-31 00:00:00,"23",706,,,"X",,
"118795046RR0001",2018-8-31 00:00:00,"23",700,,,"X",,
"118795046RR0001",2018-8-31 00:00:00,"23",701,,,"X",,
"118795046RR0001",2018-8-31 00:00:00,"23",703,,,"X",,
"118795046RR0001",2018-8-31 00:00:00,"23",706,,,"X",,
"118819036RR0001",2018-12-31 00:00:00,"23",700,,"X","X","X",
"118819036RR0001",2018-12-31 00:00:00,"23",701,,"X","X",,
"118819036RR0001",2018-12-31 00:00:00,"23",702,"X","X","X","X",
"118819036RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118819036RR0001",2018-12-31 00:00:00,"23",704,"X","X","X","X",
"118819036RR0001",2018-12-31 00:00:00,"23",705,"X",,"X","X",
"118819036RR0001",2018-12-31 00:00:00,"23",706,,,"X","X",
"118819036RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118819036RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118828698RR0001",2018-12-31 00:00:00,"23",701,,,"X",,
"118828698RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"118828698RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",706,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118828698RR0001",2018-12-31 00:00:00,"23",708,,,,,
"118829365RR0001",2018-7-31 00:00:00,"23",701,"X","X","X",,
"118829365RR0001",2018-7-31 00:00:00,"23",705,"X",,"X",,
"118829548RR0001",2018-12-31 00:00:00,"23",700,,,"X",,
"118829548RR0001",2018-12-31 00:00:00,"23",701,,,,,
"118829548RR0001",2018-12-31 00:00:00,"23",702,,,"X",,
"118829548RR0001",2018-12-31 00:00:00,"23",703,,,,,
"118829548RR0001",2018-12-31 00:00:00,"23",704,,,,,
"118829548RR0001",2018-12-31 00:00:00,"23",705,,,,,
"118829548RR0001",2018-12-31 00:00:00,"23",706,"X",,"X",,
"118829548RR0001",2018-12-31 00:00:00,"23",707,,,,,
"118829548RR0001",2018-12-31 00:00:00,"23",708,"X",,"X",,
"118829803RR0001",2018-1-31 00:00:00,"23",700,"X","X","X",,
